39.03703,-95.67647,273.8470153808594,30
39.03697,-95.67649,273.8591918945312,30
39.03697,-95.67723,274.4529418945312,30
39.03696,-95.67776,274.6515197753906,30
39.03696,-95.67897,276.1377258300781,30
39.03696,-95.67966,275.8034057617188,30
39.03696,-95.6797,275.8126220703125,30
39.03696,-95.67989,275.7734680175781,30
39.03696,-95.67993,275.7448425292969,30
39.03695,-95.68033,275.5277099609375,30
39.03695,-95.6816,275.0216369628906,30
39.03694,-95.6827,275.0604248046875,30
39.03694,-95.6828,275.2040100097656,0
39.03833,-95.6828,277.9395141601562,40
39.03975,-95.68278,282.3429260253906,40
39.04013,-95.68278,283.5831604003906,40
39.04131,-95.68277,286.7821350097656,40
39.04271,-95.68276,288.7784118652344,40
39.04337,-95.68276,289.2033386230469,40
39.04408,-95.68276,289.6434936523438,35
39.04438,-95.68272,289.7889099121094,35
39.0444,-95.68271,289.7814331054688,35
39.04459,-95.68264,289.7309875488281,35
39.04493,-95.68249,289.4602661132812,35
39.04511,-95.68241,289.3570861816406,35
39.04548,-95.68226,289.1585998535156,35
39.04595,-95.68206,288.8556823730469,35
39.04664,-95.68177,287.9794921875,35
39.04741,-95.68143,287.0310363769531,35
39.04885,-95.68081,285.5075073242188,35
39.0498,-95.68041,284.9028625488281,35
39.0503,-95.68018,284.5650634765625,35
39.05123,-95.67978,284.0477905273438,35
39.0514,-95.67971,283.948974609375,35
39.05174,-95.67957,283.8939819335938,35
39.0527,-95.67915,283.3539733886719,35
39.05278,-95.67912,283.2974548339844,35
39.05319,-95.67895,282.9632568359375,35
39.05338,-95.67886,282.9660339355469,35
39.05433,-95.67845,283.6336669921875,35
39.05463,-95.67832,283.7971801757812,35
39.0554,-95.67799,284.3585205078125,35
39.05602,-95.67773,284.3857727050781,35
39.05652,-95.6775,283.8508605957031,35
39.0569,-95.67734,283.4248657226562,35
39.05722,-95.67721,283.2000427246094,35
39.05739,-95.67713,282.9799194335938,35
39.05762,-95.67703,282.363037109375,35
39.05791,-95.67691,281.0912780761719,35
39.0583,-95.67673,279.2633972167969,40
39.05879,-95.67653,277.2076110839844,40
39.05887,-95.67656,277.0756530761719,40
39.05923,-95.6764,276.3458557128906,40
39.05924,-95.6764,276.2203979492188,40
39.05931,-95.67636,275.2255249023438,40
39.05933,-95.67636,275.040283203125,40
39.05933,-95.67635,274.9841613769531,40
39.05945,-95.6763,273.9651794433594,40
39.05953,-95.67627,273.4652404785156,40
39.05955,-95.67626,273.306884765625,40
39.06,-95.67608,271.3758239746094,40
39.06038,-95.67591,270.8390808105469,40
39.06055,-95.67584,270.2112731933594,40
39.06084,-95.67572,269.6790771484375,40
39.06109,-95.67562,269.4209289550781,40
39.0614,-95.67549,269.221923828125,40
39.06164,-95.67539,269.07177734375,40
39.06166,-95.67538,269.0998229980469,40
39.06187,-95.67529,269.0875549316406,40
39.06203,-95.67523,269.2587890625,40
39.06254,-95.67502,269.8343200683594,40
39.06279,-95.6749,267.0304870605469,40
39.06299,-95.67482,261.4548950195312,40
39.06318,-95.67476,260.3918762207031,40
39.0635,-95.67463,260.4214477539062,40
39.06405,-95.67439,260.7247924804688,40
39.06445,-95.6742,260.6852722167969,40
39.06479,-95.67407,262.5433959960938,40
39.06499,-95.67397,268.5821228027344,40
39.06597,-95.67354,269.1632995605469,40
39.06608,-95.67347,269.2511901855469,40
39.06711,-95.67304,268.4930725097656,40
39.06732,-95.67295,268.5646057128906,40
39.06779,-95.67274,268.6112670898438,40
39.06784,-95.67272,268.5556640625,40
39.06828,-95.67252,267.7123413085938,40
39.06864,-95.67236,267.5138549804688,40
39.06917,-95.67213,267.3292541503906,40
39.06964,-95.67192,268.0003356933594,40
39.06983,-95.67183,268.1810302734375,40
39.06995,-95.67178,268.3826599121094,40
39.0702,-95.67167,268.1619262695312,40
39.07024,-95.67166,268.0941162109375,0
39.07025,-95.67165,268.0836486816406,0
39.07041,-95.67156,267.8800354003906,0
39.07047,-95.67151,267.7889709472656,0
39.07078,-95.67138,267.7574462890625,35
39.07101,-95.67128,267.7229309082031,35
39.07139,-95.67111,267.6778259277344,35
39.07149,-95.67107,267.6720581054688,35
39.07227,-95.67073,267.5410766601562,35
39.0736,-95.67016,267.4113159179688,35
39.07368,-95.67013,267.403076171875,0
39.07382,-95.67007,267.394775390625,0
39.0751,-95.66952,267.2237548828125,40
39.07578,-95.66923,267.1487731933594,40
39.07634,-95.66899,267.0850524902344,40
39.07643,-95.66894,267.0774841308594,40
39.0765,-95.66892,267.0895080566406,40
39.07667,-95.66886,267.1275634765625,40
39.07716,-95.66868,267.3174438476562,40
39.078,-95.66832,267.8780517578125,40
39.07821,-95.66823,268.0179138183594,40
39.07898,-95.66792,268.6673278808594,40
39.07936,-95.66775,269.0057067871094,40
39.07968,-95.66762,269.1971435546875,40
39.07986,-95.66754,269.2339477539062,40
39.08011,-95.66743,269.1983642578125,40
39.08036,-95.66733,269.1552734375,40
39.08122,-95.66695,268.594970703125,40
39.08153,-95.66682,268.6949462890625,40
39.08219,-95.66653,268.9138488769531,40
39.08301,-95.66617,268.42236328125,40
39.08353,-95.66595,268.7168884277344,40
39.08403,-95.66574,268.7675476074219,40
39.08423,-95.66565,268.8077087402344,40
39.08439,-95.66558,268.9250793457031,40
39.08459,-95.6655,269.067138671875,40
39.08488,-95.66537,269.2069396972656,40
39.0853,-95.6652,268.9978332519531,40
39.08545,-95.66513,268.8987121582031,40
39.08564,-95.66506,269.0677185058594,40
39.08581,-95.66501,269.1093444824219,40
39.08601,-95.66494,268.9609985351562,40
39.08611,-95.66492,268.9100341796875,40
39.08618,-95.6649,268.8644104003906,40
39.08639,-95.66484,268.77880859375,40
39.08654,-95.66481,268.6977233886719,40
39.08666,-95.66479,268.6440734863281,40
39.08675,-95.66477,268.6104125976562,40
39.0869,-95.66474,268.6753234863281,40
39.08702,-95.66472,268.7977294921875,40
39.08708,-95.6647,268.8560485839844,40
39.08718,-95.66469,268.8980407714844,40
39.08733,-95.66467,268.9506225585938,40
39.08765,-95.66464,269.0092468261719,40
39.08781,-95.66464,268.8677062988281,40
39.08806,-95.66464,268.6341857910156,40
39.08833,-95.66464,268.56884765625,40
39.0886,-95.66464,268.6861267089844,40
39.08882,-95.66463,268.8431396484375,40
39.08898,-95.66462,268.9351501464844,40
39.08907,-95.66462,268.9625549316406,40
39.08919,-95.66462,268.9722595214844,40
